contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,retrieved_date,expiration
SPY250411P00510000,2025-04-11 15:50:37+00:00,510.0,0.69,0.68,0.69,-1.4199998,-67.29858,73754.0,68149,0.5297898583984376,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00511000,2025-04-11 15:50:01+00:00,511.0,0.78,0.76,0.78,-1.52,-66.08696,13495.0,2942,0.5249070947265625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00512000,2025-04-11 15:50:14+00:00,512.0,0.87,0.86,0.87,-1.61,-64.91936,15506.0,2764,0.5202684692382812,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00513000,2025-04-11 15:50:47+00:00,513.0,0.98,0.95,0.97,-1.5699999,-61.811024,18845.0,2550,0.5136767382812499,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00514000,2025-04-11 15:49:31+00:00,514.0,1.06,1.07,1.08,-1.77,-62.54417,21401.0,3262,0.508793974609375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00515000,2025-04-11 15:50:28+00:00,515.0,1.19,1.19,1.2,-1.8599999,-60.78431,66926.0,47042,0.5026905200195313,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00516000,2025-04-11 15:50:32+00:00,516.0,1.33,1.29,1.32,-1.9799999,-59.81873,18889.0,2656,0.49561051269531253,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00517000,2025-04-11 15:50:39+00:00,517.0,1.44,1.46,1.48,-2.1599998,-59.999996,21666.0,1706,0.49121602539062503,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00518000,2025-04-11 15:50:24+00:00,518.0,1.69,1.64,1.66,-2.1499999,-55.989582,33795.0,5165,0.4870656762695313,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00519000,2025-04-11 15:50:39+00:00,519.0,1.8,1.85,1.86,-2.34,-56.521736,25798.0,3031,0.48340360351562506,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00520000,2025-04-11 15:50:43+00:00,520.0,2.05,2.05,2.06,-2.4399998,-54.58613,96109.0,18708,0.4771780798339844,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00521000,2025-04-11 15:50:39+00:00,521.0,2.24,2.22,2.24,-2.64,-54.09836,55918.0,2351,0.46680220703125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00522000,2025-04-11 15:50:26+00:00,522.0,2.61,2.58,2.61,-2.5200002,-49.12281,55957.0,2711,0.47400428344726564,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00523000,2025-04-11 15:50:05+00:00,523.0,2.9,2.91,2.92,-2.5699997,-46.983543,47847.0,3051,0.4720511779785156,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00524000,2025-04-11 15:50:43+00:00,524.0,3.24,3.24,3.27,-2.6299999,-45.26678,62381.0,3187,0.4714408325195312,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00525000,2025-04-11 15:50:38+00:00,525.0,3.6,3.58,3.6,-2.6100001,-42.028984,53643.0,24071,0.4660697924804688,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00526000,2025-04-11 15:50:39+00:00,526.0,4.0,4.08,4.11,-2.7600002,-40.23324,22649.0,1831,0.47485876708984376,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00527000,2025-04-11 15:50:21+00:00,527.0,4.72,4.6,4.64,-2.7800002,-37.06667,17243.0,1658,0.48242705078125003,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00528000,2025-04-11 15:50:12+00:00,528.0,5.27,5.16,5.21,-2.6399999,-33.375473,10276.0,2350,0.4907277490234375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00529000,2025-04-11 15:48:39+00:00,529.0,5.8,5.79,5.84,-2.6499996,-31.360945,3778.0,1697,0.5018360363769532,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00530000,2025-04-11 15:49:48+00:00,530.0,6.44,6.37,6.44,-2.1600003,-25.116282,6057.0,49399,0.5043994873046875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00531000,2025-04-11 15:40:14+00:00,531.0,7.55,6.99,7.11,-2.29,-23.272358,2158.0,1998,0.5117236328125,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00532000,2025-04-11 15:49:27+00:00,532.0,7.65,7.8,7.9,-2.4500003,-24.257427,1545.0,2702,0.5312546875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00533000,2025-04-11 15:49:28+00:00,533.0,8.4,8.52,8.64,-2.1600008,-20.454552,716.0,1432,0.5422409057617189,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00534000,2025-04-11 15:38:47+00:00,534.0,9.8,9.19,9.32,-1.0999994,-10.091738,737.0,2001,0.5457809094238282,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00535000,2025-04-11 15:47:13+00:00,535.0,10.35,10.07,10.21,-1.7799997,-14.674358,1533.0,7140,0.5678754150390625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00536000,2025-04-11 15:47:52+00:00,536.0,11.16,10.95,11.1,-1.5900002,-12.47059,802.0,1428,0.5886271606445312,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00537000,2025-04-11 15:27:47+00:00,537.0,14.8,11.95,12.1,0.9300003,6.705121,178.0,8232,0.6198768481445314,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00538000,2025-04-11 15:25:58+00:00,538.0,16.36,12.56,12.71,2.040001,14.245817,111.0,2227,0.6098671826171876,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00539000,2025-04-11 15:17:24+00:00,539.0,17.91,13.4,13.58,3.04,20.443848,311.0,1861,0.6235389208984375,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00540000,2025-04-11 15:47:40+00:00,540.0,15.0,14.5,14.67,-0.6700001,-4.2756863,589.0,19258,0.6623568920898439,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00541000,2025-04-11 15:42:43+00:00,541.0,16.53,15.49,15.64,-0.17000008,-1.0179645,151.0,1481,0.6882355395507813,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00542000,2025-04-11 15:45:11+00:00,542.0,17.0,16.35,16.51,-1.0900002,-6.0254292,132.0,3827,0.7006865869140625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00543000,2025-04-11 15:49:28+00:00,543.0,17.23,17.36,17.52,-0.8199997,-4.542935,50.0,1438,0.7287624780273438,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00544000,2025-04-11 15:41:01+00:00,544.0,19.45,18.19,18.36,-0.01999855,-0.102714695,65.0,1405,0.7358424853515625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00545000,2025-04-11 15:44:40+00:00,545.0,20.06,19.37,19.53,0.289999,1.466864,377.0,5664,0.7827170166015626,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00546000,2025-04-11 15:45:56+00:00,546.0,20.85,20.33,20.5,-0.1099987,-0.524803,297.0,3327,0.8042011767578124,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00547000,2025-04-11 15:21:34+00:00,547.0,22.43,21.23,21.4,-3.3099995,-12.859361,47.0,699,0.8173846386718748,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00548000,2025-04-11 15:44:23+00:00,548.0,22.77,22.2,22.38,0.6100006,2.7527103,62.0,1518,0.8391129370117187,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00549000,2025-04-11 15:38:29+00:00,549.0,24.53,23.21,23.37,-0.4699993,-1.8799973,87.0,977,0.8637708935546875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00550000,2025-04-11 15:49:37+00:00,550.0,24.11,24.23,24.43,-0.21999931,-0.90423065,268.0,6312,0.8933116137695312,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00551000,2025-04-11 15:33:22+00:00,551.0,27.49,25.22,25.41,2.3500004,9.347654,57.0,1376,0.9155281884765626,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00552000,2025-04-11 15:48:40+00:00,552.0,26.27,26.14,26.3,0.5600014,2.1781461,29.0,5601,0.9270026831054687,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00553000,2025-04-11 14:29:04+00:00,553.0,27.5,27.11,27.3,-0.7099991,-2.5168347,43.0,821,0.9484868432617187,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00554000,2025-04-11 15:30:31+00:00,554.0,31.17,28.06,28.24,1.5400009,5.1974382,50.0,1069,0.9641116870117188,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00555000,2025-04-11 15:47:08+00:00,555.0,29.73,28.97,29.15,-0.14999962,-0.50200677,58.0,1233,0.97460962890625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00556000,2025-04-11 15:25:42+00:00,556.0,33.93,30.11,30.28,2.3000011,7.2715816,38.0,3031,1.0161182006835938,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00557000,2025-04-11 14:56:37+00:00,557.0,33.17,30.8,30.98,1.4499989,4.5712447,24.0,405,0.9948730981445313,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00558000,2025-04-11 15:37:16+00:00,558.0,33.67,32.08,32.26,-2.3300018,-6.472227,58.0,512,1.0576218994140625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00559000,2025-04-11 14:54:37+00:00,559.0,35.72,33.04,33.28,4.170002,13.217122,38.0,86,1.0783737487792968,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00560000,2025-04-11 15:15:33+00:00,560.0,38.95,33.94,34.19,5.2400017,15.544354,50.0,602,1.0864303491210938,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00561000,2025-04-11 14:09:52+00:00,561.0,39.0,35.03,35.28,3.6100006,10.2006235,16.0,26,1.1215864233398438,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00562000,2025-04-10 20:14:15+00:00,562.0,38.12,35.08,36.13,1.75,4.811658,4.0,177,1.0576218994140625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00562500,2025-04-11 13:35:44+00:00,562.5,39.64,35.72,37.57,3.4799995,9.623892,33.0,69,1.1525921276855469,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00563000,2025-04-10 15:14:23+00:00,563.0,38.49,35.95,37.26,1.8200035,4.963195,11.0,42,1.0781296093750001,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00564000,2025-04-11 15:24:02+00:00,564.0,43.0,37.11,39.23,-3.959999,-8.432707,33.0,41,1.1884806201171876,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00565000,2025-04-11 15:24:20+00:00,565.0,41.57,38.98,39.18,3.0600014,7.9459915,67.0,1522,1.1958048022460939,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00566000,2025-04-10 17:25:39+00:00,566.0,43.05,39.29,41.13,-5.450001,-11.237115,1.0,1,1.2370643615722656,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00567000,2025-04-10 17:02:34+00:00,567.0,43.0,39.56,42.48,0.0,0.0,3.0,7,1.2280312036132814,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00568000,2025-04-11 15:48:50+00:00,568.0,42.0,41.3,43.14,-1.2000008,-2.7777796,81.0,58,1.280521175537109,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00569000,2025-04-09 19:10:23+00:00,569.0,33.46,43.0,44.06,0.0,0.0,17.0,4,1.3491243481445312,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00570000,2025-04-10 15:33:25+00:00,570.0,48.3,43.1,45.23,0.8199997,1.7270423,1.0,32,1.3129917163085936,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00571000,2025-04-11 15:08:53+00:00,571.0,48.23,44.21,46.12,5.41,12.634283,30.0,4,1.333499426269531,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00572000,2025-04-10 19:52:59+00:00,572.0,47.76,45.08,47.52,0.0,0.0,10.0,1,1.3754914038085935,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00573000,2025-04-08 19:13:09+00:00,573.0,76.0,46.71,47.2,0.0,0.0,1.0,5,1.338870493164062,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00574000,2025-04-09 16:51:04+00:00,574.0,72.98,47.05,49.14,0.0,0.0,1.0,33,1.382327307128906,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00575000,2025-04-10 13:30:01+00:00,575.0,50.74,48.07,50.46,7.4800034,17.29081,25.0,103,1.4306669091796875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00576000,2025-04-04 14:37:48+00:00,576.0,60.42,49.18,51.11,0.0,0.0,12.0,0,1.4304227697753906,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00577000,2025-04-10 14:43:15+00:00,577.0,46.61,50.2,51.9,0.0,0.0,1.0,5,1.4338407214355469,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00578000,2025-04-09 13:39:56+00:00,578.0,78.81,50.94,53.42,0.0,0.0,20.0,0,1.4755885595703124,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00579000,2025-04-09 13:37:25+00:00,579.0,84.27,52.4,53.87,0.0,0.0,1.0,0,1.487551390380859,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00580000,2025-04-11 15:21:09+00:00,580.0,55.0,53.08,55.2,-3.119999,-5.3682017,6.0,58,1.5078149609375,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00581000,2025-04-04 15:14:33+00:00,581.0,60.0,54.07,56.06,0.0,0.0,13.0,0,1.5136743066406249,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00582000,2025-04-08 14:59:20+00:00,582.0,63.96,55.06,57.51,0.0,0.0,1.0,1,1.5715353454589844,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00582500,2025-04-07 13:37:33+00:00,582.5,96.51,55.04,58.02,0.0,0.0,1.0,0,1.5361351318359375,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00583000,2025-04-09 17:44:50+00:00,583.0,55.83,55.53,58.92,0.0,0.0,3.0,0,1.5803243640136717,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00584000,2025-04-07 13:36:43+00:00,584.0,97.93,56.67,59.57,0.0,0.0,1.0,1,1.5805685034179686,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00585000,2025-04-10 19:45:16+00:00,585.0,66.42,57.95,60.08,0.0,0.0,32.0,2,1.5805685034179686,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00586000,2025-04-03 18:55:50+00:00,586.0,44.22,58.59,61.76,0.0,0.0,64.0,0,1.628419826660156,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00587000,2025-04-07 17:45:57+00:00,587.0,79.77,60.07,62.21,0.0,0.0,30.0,0,1.640626796875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00587500,2025-04-10 16:05:46+00:00,587.5,71.73,60.54,62.74,0.0,0.0,4.0,0,1.6499040942382814,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00588000,2025-04-03 18:55:50+00:00,588.0,46.39,60.74,64.14,0.0,0.0,20.0,0,1.712892060546875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00589000,2025-04-03 18:55:50+00:00,589.0,47.47,62.06,64.19,0.0,0.0,20.0,0,1.675294592285156,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00590000,2025-04-09 19:38:15+00:00,590.0,49.61,62.67,66.34,0.0,0.0,2.0,0,1.762208220214844,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00591000,2025-04-03 15:08:32+00:00,591.0,50.96,63.66,66.75,0.0,0.0,1.0,0,1.726808006591797,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00592000,2025-03-31 19:36:35+00:00,592.0,33.84,64.94,67.54,0.0,0.0,91.0,0,1.7514660864257814,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00592500,2025-03-25 19:37:45+00:00,592.5,18.42,64.96,68.01,0.0,0.0,4.0,0,1.7124037817382813,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00593000,2025-04-03 18:55:50+00:00,593.0,51.06,66.06,68.52,0.0,0.0,16.0,0,1.7792979785156249,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00594000,2025-04-09 17:51:06+00:00,594.0,62.8,67.06,69.19,0.0,0.0,1.0,0,1.7666027294921873,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00595000,2025-04-10 13:47:32+00:00,595.0,63.07,67.5,70.91,0.0,0.0,2.0,0,1.7998056884765623,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00596000,2025-03-28 14:09:08+00:00,596.0,33.7,68.93,71.99,0.0,0.0,3.0,0,1.865235048828125,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00597000,2025-03-28 19:04:49+00:00,597.0,40.64,69.87,72.0,0.0,0.0,14.0,0,1.7827159301757813,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00597500,2025-03-26 14:03:52+00:00,597.5,23.62,70.02,72.69,0.0,0.0,4.0,0,1.7753917480468748,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00598000,2025-04-01 14:07:02+00:00,598.0,42.55,70.69,73.23,0.0,0.0,2.0,0,1.8056650341796874,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00599000,2025-04-07 17:00:05+00:00,599.0,101.81,72.08,74.1,0.0,0.0,1.0,0,1.8491218481445313,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00600000,2025-04-10 17:52:35+00:00,600.0,75.8,72.52,75.45,0.0,0.0,5.0,0,1.8457038964843748,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00601000,2025-03-27 13:34:15+00:00,601.0,34.96,73.43,76.52,0.0,0.0,1.0,0,1.8608405395507814,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00602000,2025-03-20 13:54:48+00:00,602.0,37.55,74.52,78.3,0.0,0.0,14.0,0,1.9638673681640624,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00602500,2025-03-11 14:29:26+00:00,602.5,47.5,75.56,77.67,0.0,0.0,2.0,0,1.9152836267089848,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00603000,2025-03-26 13:41:37+00:00,603.0,27.18,75.69,78.91,0.0,0.0,2.0,0,1.9604494165039061,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00604000,2025-03-10 17:33:01+00:00,604.0,43.52,76.52,79.91,0.0,0.0,2.0,0,1.9614259741210938,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00605000,2025-04-10 17:23:22+00:00,605.0,90.84,77.46,80.81,0.0,0.0,2.0,0,1.962890810546875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00606000,2025-03-21 13:46:17+00:00,606.0,46.51,78.45,81.91,0.0,0.0,2.0,0,1.9892578662109375,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00607000,2025-04-07 15:15:53+00:00,607.0,111.45,79.46,82.91,0.0,0.0,20.0,0,2.007329200439453,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00608000,2025-03-27 15:02:53+00:00,608.0,37.45,80.9,83.0,0.0,0.0,5.0,0,1.9755860595703125,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00609000,2025-04-03 15:44:28+00:00,609.0,65.37,81.52,84.61,0.0,0.0,1.0,0,2.0166065209960937,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00610000,2025-04-10 19:54:39+00:00,610.0,83.0,83.05,85.52,0.0,0.0,4.0,2,2.0791063647460932,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00611000,2025-03-31 19:52:04+00:00,611.0,52.42,83.96,86.5,0.0,0.0,1.0,0,2.084965725097656,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00612000,2025-03-26 18:29:39+00:00,612.0,42.71,85.06,87.52,0.0,0.0,4.0,0,2.1140183868408204,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00614000,2025-03-03 17:27:48+00:00,614.0,23.32,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00615000,2025-04-10 14:31:49+00:00,615.0,85.15,87.53,90.55,0.0,0.0,,0,2.111821126708984,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00616000,2025-03-21 19:44:54+00:00,616.0,52.18,88.92,91.0,0.0,0.0,28.0,0,2.1108445666503903,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00620000,2025-03-24 20:00:45+00:00,620.0,45.64,93.05,95.0,0.0,0.0,4.0,0,2.1904342114257807,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00622000,2025-03-25 20:04:45+00:00,622.0,46.45,94.89,97.95,0.0,0.0,,0,2.308109698486328,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00624000,2025-03-13 16:45:25+00:00,624.0,71.4,96.53,99.5,0.0,0.0,2.0,0,2.252934055175781,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00625000,2025-04-08 20:14:12+00:00,625.0,128.01,97.92,100.0,0.0,0.0,1.0,0,2.2563520153808594,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00627000,2025-04-11 15:01:55+00:00,627.0,105.2,99.53,102.95,35.89,51.781853,20.0,0,2.3510783410644525,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00628000,2025-04-11 15:00:04+00:00,628.0,105.94,100.7,104.14,51.300003,93.887276,2.0,0,2.405765704345703,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00640000,2025-04-11 15:01:38+00:00,640.0,117.99,112.53,115.95,5.9300003,5.291808,32.0,0,2.5551793933105467,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00645000,2025-04-11 15:27:18+00:00,645.0,122.98,117.75,120.9,53.72,77.562805,5.0,0,2.6513705590820313,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00650000,2025-04-11 15:27:18+00:00,650.0,124.76,122.53,125.02,-3.4699936,-2.7060702,81.0,0,2.5908238354492186,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00660000,2025-04-11 15:43:16+00:00,660.0,135.04,132.53,135.52,33.02999,32.37917,2.0,0,2.8002959680175783,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00670000,2025-04-11 15:42:02+00:00,670.0,144.89,143.07,145.22,-1.2200012,-0.8349882,26.0,0,2.9736353784179688,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00675000,2025-04-11 15:27:18+00:00,675.0,152.98,147.53,150.52,3.2799988,2.191048,7.0,0,3.0117212207031248,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00680000,2025-04-11 14:22:13+00:00,680.0,157.95,152.74,155.22,4.0399933,2.6249063,8.0,0,3.0678734240722654,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00690000,2025-04-11 15:00:04+00:00,690.0,164.5,162.53,165.73,0.3600006,0.21932533,19.0,0,3.24365423461914,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00700000,2025-04-11 14:32:37+00:00,700.0,174.89,172.94,175.18,0.6300049,0.36153156,87.0,0,3.3554703613281243,True,REGULAR,USD,put,2025-04-11,2025-04-11
